pid, time, education-num, age, hours-per-week, capital-loss, capital-gain, fnlwgt, sex, race, relationship, marital-status, workclass, occupation, education, native-country, income
1031, 1031,13, 53,40,0,0,288020,Male,Asian-Pac-Islander,Husband,Married-civ-spouse,Private,Prof-specialty,Bachelors,Japan,<=50K
1032, 1032,10, 29,40,0,0,140863,Male,White,Husband,Married-civ-spouse,Private,Tech-support,Some-college,United-States,<=50K
1033, 1033,9, 45,40,0,4865,170915,Female,White,Not-in-family,Divorced,Federal-gov,Tech-support,HS-grad,United-States,<=50K
1034, 1034,10, 34,38,0,0,50178,Male,White,Husband,Married-civ-spouse,State-gov,Exec-managerial,Some-college,United-States,<=50K
1035, 1035,13, 36,40,0,0,112497,Male,White,Husband,Married-civ-spouse,Private,Tech-support,Bachelors,United-States,<=50K
1036, 1036,10, 48,35,0,0,95244,Female,Black,Unmarried,Divorced,Private,Other-service,Some-college,United-States,<=50K
1037, 1037,11, 20,40,0,0,117606,Female,White,Own-child,Never-married,Private,Adm-clerical,Assoc-voc,United-States,<=50K
1038, 1038,9, 35,50,0,0,89508,Male,White,Husband,Married-civ-spouse,Private,Transport-moving,HS-grad,United-States,>50K
1039, 1039,9, 63,40,0,0,124244,Male,Black,Not-in-family,Widowed,Federal-gov,Handlers-cleaners,HS-grad,United-States,<=50K
1040, 1040,10, 41,45,0,0,154374,Male,White,Unmarried,Divorced,Self-emp-not-inc,Other-service,Some-college,United-States,<=50K
1041, 1041,13, 28,45,0,0,294936,Male,White,Husband,Married-civ-spouse,Private,Prof-specialty,Bachelors,United-States,<=50K
1042, 1042,10, 30,40,0,0,347132,Female,Black,Not-in-family,Never-married,Private,Machine-op-inspct,Some-college,United-States,<=50K
1043, 1043,9, 31,40,0,0,316672,Female,White,Unmarried,Never-married,Private,Other-service,HS-grad,Mexico,<=50K
1044, 1044,11, 37,38,0,0,189382,Female,White,Own-child,Never-married,Private,Adm-clerical,Assoc-voc,United-States,<=50K
1045, 1045,10, 31,50,0,0,184307,Male,White,Husband,Married-civ-spouse,Private,Exec-managerial,Some-college,Jamaica,>50K
1046, 1046,14, 46,45,0,0,246212,Male,White,Husband,Married-civ-spouse,Self-emp-not-inc,Exec-managerial,Masters,United-States,>50K
1047, 1047,9, 35,60,0,0,250504,Male,Black,Husband,Married-civ-spouse,Federal-gov,Adm-clerical,HS-grad,United-States,>50K
1048, 1048,9, 27,53,0,0,138705,Male,White,Husband,Married-civ-spouse,Private,Craft-repair,HS-grad,United-States,<=50K
1049, 1049,2, 41,35,0,0,328447,Male,White,Husband,Married-civ-spouse,Private,Craft-repair,1st-4th,Mexico,<=50K
1050, 1050,10, 19,20,0,0,194608,Female,White,Own-child,Never-married,Private,Other-service,Some-college,United-States,<=50K
1051, 1051,10, 20,45,0,0,230891,Male,White,Not-in-family,Never-married,Private,Sales,Some-college,United-States,<=50K
1052, 1052,9, 59,40,0,0,212448,Female,White,Unmarried,Widowed,Federal-gov,Sales,HS-grad,Germany,<=50K
1053, 1053,13, 40,37,0,0,214010,Male,White,Not-in-family,Never-married,Private,Other-service,Bachelors,United-States,<=50K
1054, 1054,10, 56,60,0,0,200235,Male,White,Husband,Married-civ-spouse,Self-emp-not-inc,Sales,Some-college,United-States,<=50K
1055, 1055,14, 33,44,0,15024,354573,Male,White,Husband,Married-civ-spouse,Private,Prof-specialty,Masters,United-States,>50K
1056, 1056,10, 30,60,0,0,205733,Female,White,Not-in-family,Never-married,Self-emp-inc,Exec-managerial,Some-college,United-States,<=50K
1057, 1057,9, 46,50,0,0,185041,Male,White,Husband,Married-civ-spouse,Private,Machine-op-inspct,HS-grad,United-States,<=50K
1058, 1058,9, 61,35,0,0,84409,Male,White,Husband,Married-civ-spouse,Self-emp-inc,Exec-managerial,HS-grad,United-States,>50K
1059, 1059,9, 50,40,0,7298,293196,Male,White,Husband,Married-civ-spouse,Self-emp-inc,Exec-managerial,HS-grad,United-States,>50K
1060, 1060,9, 25,30,0,0,241626,Male,White,Own-child,Never-married,Private,Other-service,HS-grad,United-States,<=50K
1061, 1061,10, 40,39,0,0,520586,Female,White,Unmarried,Divorced,Private,Adm-clerical,Some-college,United-States,<=50K
1062, 1062,9, 51,54,0,0,302847,Male,White,Husband,Married-civ-spouse,Private,Craft-repair,HS-grad,United-States,<=50K
1063, 1063,9, 43,40,0,0,165309,Male,White,Husband,Married-civ-spouse,State-gov,Protective-serv,HS-grad,United-States,<=50K
1064, 1064,10, 34,54,0,0,117529,Male,White,Husband,Married-civ-spouse,Private,Farming-fishing,Some-college,Mexico,<=50K
1065, 1065,9, 46,45,0,0,106092,Male,White,Husband,Married-civ-spouse,Private,Exec-managerial,HS-grad,United-States,>50K
1066, 1066,14, 28,50,0,0,445824,Female,White,Wife,Married-civ-spouse,State-gov,Prof-specialty,Masters,United-States,>50K
1067, 1067,9, 20,28,0,0,275691,Male,White,Own-child,Never-married,Private,Handlers-cleaners,HS-grad,United-States,<=50K
1068, 1068,11, 44,40,0,3411,193459,Male,White,Husband,Married-civ-spouse,Private,Craft-repair,Assoc-voc,United-States,<=50K
1069, 1069,9, 51,40,0,0,284329,Male,White,Unmarried,Widowed,Private,Transport-moving,HS-grad,United-States,<=50K
1070, 1070,13, 33,60,0,0,114691,Male,White,Husband,Married-civ-spouse,Private,Sales,Bachelors,United-States,>50K
1071, 1071,12, 54,40,0,0,96062,Male,White,Husband,Married-civ-spouse,Private,Tech-support,Assoc-acdm,United-States,>50K
1072, 1072,13, 50,40,1977,0,133963,Female,White,Wife,Married-civ-spouse,Private,Prof-specialty,Bachelors,United-States,>50K
1073, 1073,9, 33,40,0,0,178506,Female,Black,Not-in-family,Divorced,Private,Adm-clerical,HS-grad,United-States,<=50K
1074, 1074,13, 65,20,0,10605,350498,Male,White,Husband,Married-civ-spouse,Private,Adm-clerical,Bachelors,United-States,>50K
1075, 1075,15, 88,40,0,0,206291,Male,White,Husband,Married-civ-spouse,Self-emp-not-inc,Prof-specialty,Prof-school,United-States,<=50K
1076, 1076,9, 40,40,0,0,182302,Male,White,Not-in-family,Divorced,Private,Transport-moving,HS-grad,United-States,<=50K
1077, 1077,9, 51,43,0,0,241346,Female,White,Not-in-family,Divorced,Private,Adm-clerical,HS-grad,United-States,<=50K
1078, 1078,7, 50,40,0,0,157043,Female,Black,Not-in-family,Divorced,Private,Other-service,11th,United-States,<=50K
1079, 1079,14, 25,99,0,0,404616,Male,White,Not-in-family,Married-civ-spouse,Private,Farming-fishing,Masters,United-States,>50K
1080, 1080,11, 20,30,0,0,411862,Male,White,Not-in-family,Never-married,Private,Other-service,Assoc-voc,United-States,<=50K
1081, 1081,9, 47,40,0,0,183013,Male,White,Husband,Married-civ-spouse,Private,Other-service,HS-grad,United-States,<=50K
1082, 1082,11, 22,30,0,0,188544,Female,White,Own-child,Never-married,Private,Adm-clerical,Assoc-voc,United-States,<=50K
1083, 1083,9, 50,48,0,0,356619,Male,White,Husband,Married-civ-spouse,State-gov,Prof-specialty,HS-grad,United-States,>50K
1084, 1084,9, 47,40,0,0,45857,Female,White,Unmarried,Never-married,Private,Adm-clerical,HS-grad,United-States,<=50K
1085, 1085,7, 24,45,0,0,289886,Male,Asian-Pac-Islander,Not-in-family,Never-married,Local-gov,Other-service,11th,United-States,<=50K
1086, 1086,13, 40,45,0,0,216237,Female,White,Not-in-family,Divorced,Private,Exec-managerial,Bachelors,United-States,>50K
1087, 1087,13, 36,40,0,0,416745,Male,White,Husband,Married-civ-spouse,Private,Prof-specialty,Bachelors,United-States,<=50K
1088, 1088,9, 32,40,0,0,202952,Male,White,Husband,Married-civ-spouse,Private,Adm-clerical,HS-grad,United-States,<=50K
1089, 1089,9, 44,40,0,0,167725,Male,White,Husband,Married-civ-spouse,Private,Craft-repair,HS-grad,United-States,<=50K
1090, 1090,10, 59,40,0,0,43280,Female,Black,Own-child,Never-married,Federal-gov,Exec-managerial,Some-college,United-States,<=50K
1091, 1091,9, 65,30,0,0,118779,Male,White,Husband,Married-civ-spouse,Private,Craft-repair,HS-grad,United-States,<=50K
1092, 1092,13, 24,65,0,0,191269,Female,White,Not-in-family,Never-married,State-gov,Adm-clerical,Bachelors,United-States,<=50K
1093, 1093,13, 27,35,0,0,247507,Male,White,Own-child,Never-married,Local-gov,Prof-specialty,Bachelors,United-States,<=50K
1094, 1094,11, 51,40,0,0,239155,Male,White,Not-in-family,Divorced,Private,Other-service,Assoc-voc,United-States,<=50K
1095, 1095,10, 48,40,0,0,182862,Male,White,Husband,Married-civ-spouse,Private,Craft-repair,Some-college,United-States,>50K
1096, 1096,9, 39,60,0,0,33886,Male,White,Husband,Married-civ-spouse,Private,Transport-moving,HS-grad,United-States,<=50K
1097, 1097,13, 28,40,0,0,444304,Male,White,Husband,Married-civ-spouse,Private,Tech-support,Bachelors,United-States,<=50K
1098, 1098,10, 19,25,0,0,187161,Female,White,Own-child,Never-married,Private,Other-service,Some-college,United-States,<=50K
1099, 1099,13, 49,40,0,0,116892,Female,Black,Not-in-family,Divorced,Local-gov,Prof-specialty,Bachelors,United-States,<=50K
1100, 1100,12, 51,60,0,0,176813,Male,White,Husband,Married-civ-spouse,Local-gov,Prof-specialty,Assoc-acdm,United-States,<=50K
1101, 1101,14, 59,55,0,0,151616,Male,White,Husband,Married-civ-spouse,Private,Prof-specialty,Masters,United-States,<=50K
1102, 1102,9, 18,40,0,0,240747,Female,White,Own-child,Never-married,Private,Machine-op-inspct,HS-grad,Dominican-Republic,<=50K
1103, 1103,9, 45,80,0,0,320818,Male,Black,Husband,Married-civ-spouse,Federal-gov,Adm-clerical,HS-grad,United-States,>50K
1104, 1104,13, 30,50,0,0,235271,Male,White,Husband,Married-civ-spouse,Local-gov,Prof-specialty,Bachelors,United-States,>50K
1105, 1105,13, 37,35,0,0,166497,Male,White,Not-in-family,Divorced,Private,Craft-repair,Bachelors,United-States,<=50K
1106, 1106,13, 44,40,0,0,344060,Male,White,Not-in-family,Never-married,Private,Other-service,Bachelors,United-States,>50K
1107, 1107,10, 33,40,0,0,221196,Male,Black,Husband,Married-civ-spouse,Private,Craft-repair,Some-college,United-States,<=50K
1108, 1108,14, 61,40,0,0,113544,Male,White,Husband,Married-civ-spouse,Self-emp-inc,Sales,Masters,United-States,>50K
1109, 1109,9, 61,40,0,0,321117,Male,White,Husband,Married-civ-spouse,Local-gov,Protective-serv,HS-grad,United-States,<=50K
1110, 1110,13, 38,42,0,0,79619,Male,White,Husband,Married-civ-spouse,Private,Sales,Bachelors,United-States,>50K
1111, 1111,9, 36,45,0,0,135289,Male,White,Husband,Married-civ-spouse,Private,Machine-op-inspct,HS-grad,United-States,<=50K
1112, 1112,10, 44,60,0,5178,320984,Male,White,Husband,Married-civ-spouse,Self-emp-inc,Sales,Some-college,United-States,>50K
1113, 1113,10, 37,62,0,0,203070,Male,White,Own-child,Separated,Private,Adm-clerical,Some-college,United-States,<=50K
1114, 1114,10, 31,20,0,0,32406,Female,White,Unmarried,Divorced,Private,Craft-repair,Some-college,United-States,<=50K
1115, 1115,16, 54,45,0,15024,99185,Male,White,Husband,Married-civ-spouse,Private,Prof-specialty,Doctorate,United-States,>50K
1116, 1116,10, 20,16,0,0,205839,Male,White,Own-child,Never-married,Private,Other-service,Some-college,United-States,<=50K
1117, 1117,10, 48,40,0,7688,243631,Male,Amer-Indian-Eskimo,Husband,Married-civ-spouse,Self-emp-not-inc,Craft-repair,Some-college,United-States,>50K
1118, 1118,13, 31,45,0,4650,231263,Male,White,Not-in-family,Divorced,Private,Exec-managerial,Bachelors,United-States,<=50K
1119, 1119,15, 38,40,0,0,200818,Male,White,Husband,Married-civ-spouse,Private,Prof-specialty,Prof-school,United-States,>50K
1120, 1120,9, 45,40,0,0,247379,Male,White,Husband,Married-civ-spouse,Self-emp-not-inc,Craft-repair,HS-grad,United-States,>50K
1121, 1121,9, 48,40,0,0,349151,Male,White,Husband,Married-civ-spouse,Private,Craft-repair,HS-grad,United-States,<=50K
1122, 1122,10, 53,40,0,0,22154,Male,White,Husband,Married-civ-spouse,Private,Craft-repair,Some-college,United-States,<=50K
1123, 1123,9, 55,40,0,0,176317,Female,White,Own-child,Widowed,Private,Adm-clerical,HS-grad,United-States,<=50K
1124, 1124,9, 29,40,0,0,236436,Female,White,Not-in-family,Never-married,Private,Adm-clerical,HS-grad,United-States,<=50K
1125, 1125,13, 36,60,0,0,354078,Male,White,Husband,Married-civ-spouse,Private,Prof-specialty,Bachelors,United-States,>50K
1126, 1126,10, 42,60,0,0,166813,Male,White,Husband,Married-civ-spouse,Self-emp-not-inc,Farming-fishing,Some-college,United-States,<=50K
1127, 1127,9, 50,40,0,0,358740,Female,White,Unmarried,Divorced,Private,Adm-clerical,HS-grad,England,<=50K
1128, 1128,15, 75,35,0,0,208426,Male,White,Husband,Married-civ-spouse,Self-emp-not-inc,Prof-specialty,Prof-school,United-States,<=50K
1129, 1129,13, 46,40,1902,0,265266,Male,White,Husband,Married-civ-spouse,Private,Prof-specialty,Bachelors,United-States,>50K
1130, 1130,9, 52,40,0,0,31838,Female,White,Unmarried,Divorced,Federal-gov,Adm-clerical,HS-grad,United-States,<=50K
1131, 1131,13, 27,40,0,0,175034,Female,White,Not-in-family,Never-married,Private,Adm-clerical,Bachelors,United-States,<=50K
1132, 1132,9, 43,45,0,0,413297,Male,White,Husband,Married-civ-spouse,Private,Craft-repair,HS-grad,United-States,<=50K
1133, 1133,7, 31,42,0,0,106347,Female,Black,Not-in-family,Separated,Private,Other-service,11th,United-States,<=50K
1134, 1134,10, 23,30,0,0,174754,Female,White,Not-in-family,Never-married,Private,Sales,Some-college,United-States,<=50K
1135, 1135,9, 34,24,0,0,441454,Female,White,Not-in-family,Never-married,Private,Sales,HS-grad,United-States,<=50K
1136, 1136,9, 41,40,0,0,209344,Female,White,Other-relative,Married-civ-spouse,Self-emp-not-inc,Sales,HS-grad,Cuba,<=50K
1137, 1137,9, 31,30,0,0,185732,Female,White,Own-child,Never-married,Private,Other-service,HS-grad,United-States,<=50K
1138, 1138,10, 42,40,0,0,65372,Female,White,Own-child,Never-married,Private,Adm-clerical,Some-college,United-States,<=50K
1139, 1139,14, 35,45,0,0,33975,Male,White,Not-in-family,Never-married,Private,Prof-specialty,Masters,United-States,>50K
1140, 1140,9, 55,25,0,0,326297,Female,White,Not-in-family,Separated,Private,Adm-clerical,HS-grad,United-States,<=50K
1141, 1141,9, 36,40,0,0,194630,Female,White,Not-in-family,Widowed,State-gov,Exec-managerial,HS-grad,United-States,<=50K
1142, 1142,9, 65,59,0,0,167414,Male,White,Husband,Married-civ-spouse,Self-emp-not-inc,Exec-managerial,HS-grad,United-States,>50K
1143, 1143,10, 38,12,0,0,165799,Male,White,Not-in-family,Never-married,Local-gov,Other-service,Some-college,United-States,<=50K
1144, 1144,10, 62,20,0,0,192866,Female,White,Not-in-family,Widowed,Private,Other-service,Some-college,United-States,<=50K
1145, 1145,15, 54,60,0,99999,166459,Male,White,Husband,Married-civ-spouse,Self-emp-inc,Prof-specialty,Prof-school,United-States,>50K
1146, 1146,9, 49,40,0,0,148995,Male,White,Not-in-family,Divorced,Private,Adm-clerical,HS-grad,United-States,<=50K
1147, 1147,9, 34,40,0,0,190040,Female,White,Wife,Married-civ-spouse,Private,Adm-clerical,HS-grad,United-States,<=50K
1148, 1148,9, 32,40,0,0,209432,Female,White,Own-child,Never-married,Private,Handlers-cleaners,HS-grad,United-States,<=50K
1149, 1149,14, 51,50,0,15024,229465,Male,White,Husband,Married-civ-spouse,Self-emp-inc,Exec-managerial,Masters,United-States,>50K
1150, 1150,10, 48,60,0,0,397466,Male,White,Husband,Married-civ-spouse,Self-emp-not-inc,Exec-managerial,Some-college,United-States,<=50K
1151, 1151,9, 52,43,0,0,202452,Female,White,Not-in-family,Divorced,Federal-gov,Adm-clerical,HS-grad,United-States,<=50K
1152, 1152,10, 28,40,1762,0,218555,Male,White,Not-in-family,Never-married,Self-emp-not-inc,Transport-moving,Some-college,United-States,<=50K
1153, 1153,9, 29,40,0,0,128604,Male,Asian-Pac-Islander,Husband,Married-civ-spouse,Private,Craft-repair,HS-grad,United-States,<=50K
1154, 1154,13, 38,50,0,0,65466,Female,White,Not-in-family,Never-married,Private,Adm-clerical,Bachelors,United-States,<=50K
1155, 1155,9, 57,50,0,0,141326,Male,White,Husband,Married-civ-spouse,Private,Sales,HS-grad,United-States,>50K
1156, 1156,13, 43,40,0,0,369468,Male,White,Husband,Married-civ-spouse,Federal-gov,Prof-specialty,Bachelors,United-States,>50K
1157, 1157,10, 37,40,0,0,136137,Male,White,Not-in-family,Separated,State-gov,Adm-clerical,Some-college,United-States,<=50K
1158, 1158,9, 30,40,0,0,236770,Male,White,Husband,Married-civ-spouse,Private,Craft-repair,HS-grad,United-States,<=50K
1159, 1159,9, 53,48,0,0,89534,Male,White,Husband,Married-civ-spouse,Private,Transport-moving,HS-grad,United-States,>50K
1160, 1160,9, 73,37,0,0,29778,Female,White,Not-in-family,Widowed,Private,Other-service,HS-grad,United-States,<=50K
1161, 1161,10, 22,35,0,0,153516,Male,White,Own-child,Never-married,Self-emp-inc,Craft-repair,Some-college,United-States,<=50K
1162, 1162,9, 31,45,0,0,163594,Female,White,Not-in-family,Never-married,Private,Sales,HS-grad,United-States,<=50K
1163, 1163,13, 38,40,1887,0,189623,Male,White,Husband,Married-civ-spouse,Private,Prof-specialty,Bachelors,United-States,>50K
1164, 1164,10, 50,35,0,0,343748,Male,White,Husband,Married-civ-spouse,Self-emp-not-inc,Craft-repair,Some-college,United-States,<=50K
1165, 1165,10, 37,37,0,0,387430,Male,White,Husband,Married-civ-spouse,Private,Adm-clerical,Some-college,United-States,<=50K
1166, 1166,13, 44,40,0,0,409505,Male,White,Not-in-family,Divorced,Local-gov,Protective-serv,Bachelors,United-States,<=50K
1167, 1167,13, 47,45,0,0,200734,Female,Black,Unmarried,Never-married,Private,Exec-managerial,Bachelors,United-States,<=50K
1168, 1168,10, 27,40,0,0,115831,Male,White,Husband,Married-civ-spouse,Private,Other-service,Some-college,United-States,<=50K
1169, 1169,12, 28,80,0,0,150296,Female,White,Not-in-family,Never-married,Private,Other-service,Assoc-acdm,United-States,<=50K
1170, 1170,9, 25,40,0,0,323545,Female,Black,Not-in-family,Never-married,Private,Tech-support,HS-grad,United-States,<=50K
1171, 1171,10, 20,40,0,0,232577,Female,White,Unmarried,Never-married,Private,Other-service,Some-college,United-States,<=50K
1172, 1172,13, 51,40,0,0,152754,Male,White,Husband,Married-civ-spouse,Local-gov,Adm-clerical,Bachelors,United-States,>50K
1173, 1173,13, 46,40,1977,0,129007,Male,White,Husband,Married-civ-spouse,Private,Sales,Bachelors,United-States,>50K
1174, 1174,13, 67,7,0,6514,171584,Male,White,Husband,Married-civ-spouse,Private,Protective-serv,Bachelors,United-States,>50K
1175, 1175,9, 47,35,0,0,386136,Male,White,Husband,Married-civ-spouse,Private,Transport-moving,HS-grad,United-States,<=50K
1176, 1176,9, 42,40,0,0,342865,Male,White,Husband,Married-civ-spouse,Private,Sales,HS-grad,United-States,<=50K
1177, 1177,9, 52,50,1876,0,186785,Male,White,Not-in-family,Never-married,Private,Sales,HS-grad,United-States,<=50K
1178, 1178,12, 42,40,0,0,158926,Female,Asian-Pac-Islander,Unmarried,Divorced,Federal-gov,Prof-specialty,Assoc-acdm,Philippines,>50K
1179, 1179,10, 21,10,0,0,164019,Male,Black,Own-child,Never-married,Private,Farming-fishing,Some-college,United-States,<=50K
1180, 1180,9, 50,40,0,5178,88926,Female,White,Wife,Married-civ-spouse,Private,Adm-clerical,HS-grad,United-States,>50K
1181, 1181,10, 46,40,0,0,188861,Male,White,Husband,Married-civ-spouse,Private,Transport-moving,Some-college,United-States,<=50K
1182, 1182,13, 47,50,0,15024,370119,Male,White,Husband,Married-civ-spouse,Self-emp-not-inc,Sales,Bachelors,United-States,>50K
1183, 1183,6, 57,40,0,0,182062,Male,White,Husband,Married-civ-spouse,Private,Other-service,10th,United-States,<=50K
1184, 1184,13, 37,45,0,0,37238,Male,White,Not-in-family,Never-married,Private,Exec-managerial,Bachelors,United-States,<=50K
1185, 1185,9, 50,40,0,0,421132,Male,White,Husband,Married-civ-spouse,Private,Craft-repair,HS-grad,United-States,<=50K
1186, 1186,2, 63,30,0,0,795830,Female,White,Unmarried,Widowed,Self-emp-not-inc,Other-service,1st-4th,El-Salvador,<=50K
1187, 1187,9, 39,65,0,0,278403,Male,White,Husband,Married-civ-spouse,Private,Transport-moving,HS-grad,United-States,<=50K
1188, 1188,14, 46,35,0,0,279661,Male,Black,Husband,Married-civ-spouse,Private,Prof-specialty,Masters,United-States,<=50K
1189, 1189,9, 36,40,0,0,113397,Male,White,Husband,Married-civ-spouse,Private,Handlers-cleaners,HS-grad,United-States,<=50K
1190, 1190,3, 26,50,1628,0,280093,Male,White,Husband,Married-civ-spouse,Private,Craft-repair,5th-6th,United-States,<=50K
1191, 1191,10, 21,57,0,0,236696,Male,White,Not-in-family,Never-married,Private,Other-service,Some-college,United-States,<=50K
1192, 1192,12, 41,40,0,0,265266,Male,White,Husband,Married-civ-spouse,Private,Tech-support,Assoc-acdm,United-States,<=50K
1193, 1193,10, 44,40,0,0,34935,Male,Black,Own-child,Never-married,Local-gov,Other-service,Some-college,United-States,<=50K
1194, 1194,9, 22,40,0,0,58222,Male,White,Husband,Married-civ-spouse,Private,Craft-repair,HS-grad,United-States,<=50K
1195, 1195,10, 29,60,0,0,301010,Male,Black,Not-in-family,Never-married,Federal-gov,Armed-Forces,Some-college,United-States,<=50K
1196, 1196,9, 29,40,0,0,419721,Female,Black,Unmarried,Never-married,Private,Other-service,HS-grad,Japan,<=50K
1197, 1197,10, 58,40,0,0,186791,Female,White,Wife,Married-civ-spouse,Self-emp-inc,Transport-moving,Some-college,United-States,>50K
1198, 1198,15, 36,50,0,0,180686,Male,White,Husband,Married-civ-spouse,Self-emp-not-inc,Prof-specialty,Prof-school,United-States,<=50K
1199, 1199,11, 30,48,0,0,209103,Male,White,Husband,Married-civ-spouse,Private,Exec-managerial,Assoc-voc,United-States,<=50K
1200, 1200,13, 37,43,0,0,32668,Male,White,Husband,Married-civ-spouse,Private,Machine-op-inspct,Bachelors,United-States,>50K
1201, 1201,11, 29,40,0,0,256956,Male,White,Not-in-family,Never-married,Private,Machine-op-inspct,Assoc-voc,United-States,<=50K
1202, 1202,3, 26,40,0,0,202203,Female,White,Own-child,Never-married,Private,Adm-clerical,5th-6th,Mexico,<=50K
1203, 1203,9, 43,45,0,0,85995,Male,White,Husband,Married-civ-spouse,Private,Sales,HS-grad,United-States,<=50K
1204, 1204,9, 49,40,0,0,125421,Female,White,Wife,Married-civ-spouse,Private,Craft-repair,HS-grad,United-States,>50K
1205, 1205,13, 45,40,0,0,283037,Male,White,Husband,Married-civ-spouse,Federal-gov,Exec-managerial,Bachelors,United-States,<=50K
1206, 1206,13, 28,40,0,0,192932,Female,White,Not-in-family,Never-married,Private,Prof-specialty,Bachelors,United-States,<=50K
1207, 1207,9, 51,40,0,0,179646,Female,White,Unmarried,Divorced,Private,Adm-clerical,HS-grad,United-States,<=50K
1208, 1208,10, 32,50,0,0,509350,Male,White,Husband,Married-civ-spouse,Private,Handlers-cleaners,Some-college,Canada,>50K
1209, 1209,9, 24,40,0,0,96279,Female,White,Own-child,Never-married,Private,Machine-op-inspct,HS-grad,United-States,<=50K
1210, 1210,16, 35,40,0,7298,119098,Male,White,Husband,Married-civ-spouse,Private,Prof-specialty,Doctorate,United-States,>50K
1211, 1211,13, 41,40,0,0,144928,Male,White,Husband,Married-civ-spouse,State-gov,Prof-specialty,Bachelors,United-States,>50K
1212, 1212,13, 48,45,0,0,55237,Male,White,Husband,Married-civ-spouse,Private,Craft-repair,Bachelors,United-States,>50K
1213, 1213,9, 61,35,0,1471,101265,Female,White,Unmarried,Widowed,Local-gov,Adm-clerical,HS-grad,United-States,<=50K
1214, 1214,10, 20,30,0,0,114874,Male,White,Own-child,Never-married,Private,Adm-clerical,Some-college,United-States,<=50K
1215, 1215,9, 27,50,0,0,190525,Male,White,Not-in-family,Never-married,Private,Sales,HS-grad,United-States,>50K
1216, 1216,10, 55,24,0,0,121912,Male,White,Husband,Married-civ-spouse,Private,Transport-moving,Some-college,United-States,>50K
1217, 1217,9, 39,40,0,0,83893,Male,White,Husband,Married-civ-spouse,Private,Adm-clerical,HS-grad,United-States,>50K
1218, 1218,9, 52,40,0,0,168381,Female,Asian-Pac-Islander,Unmarried,Widowed,Private,Other-service,HS-grad,India,>50K
1219, 1219,9, 24,20,0,0,293579,Female,Black,Own-child,Never-married,Private,Sales,HS-grad,United-States,<=50K
1220, 1220,7, 29,40,0,0,285290,Female,Black,Unmarried,Never-married,Private,Other-service,11th,United-States,<=50K
1221, 1221,9, 25,40,0,0,188488,Male,White,Other-relative,Never-married,Private,Machine-op-inspct,HS-grad,United-States,<=50K
1222, 1222,10, 20,40,0,0,324469,Female,White,Not-in-family,Never-married,Private,Machine-op-inspct,Some-college,United-States,<=50K
1223, 1223,9, 23,35,0,0,275244,Male,Black,Not-in-family,Never-married,Private,Machine-op-inspct,HS-grad,United-States,<=50K
1224, 1224,15, 57,60,0,0,265099,Male,White,Husband,Married-civ-spouse,Private,Prof-specialty,Prof-school,United-States,<=50K
1225, 1225,11, 51,40,0,0,146767,Male,White,Husband,Married-civ-spouse,Private,Prof-specialty,Assoc-voc,United-States,>50K
1226, 1226,10, 33,16,0,3674,40681,Female,White,Not-in-family,Never-married,Private,Prof-specialty,Some-college,United-States,<=50K
1227, 1227,13, 39,40,0,0,174938,Male,White,Not-in-family,Never-married,Private,Prof-specialty,Bachelors,United-States,<=50K
1228, 1228,9, 40,40,0,0,240124,Male,White,Husband,Married-civ-spouse,Private,Exec-managerial,HS-grad,United-States,>50K
1229, 1229,13, 71,16,0,2329,269708,Female,White,Own-child,Divorced,Private,Tech-support,Bachelors,United-States,<=50K
1230, 1230,10, 38,40,0,0,34180,Male,White,Husband,Married-civ-spouse,State-gov,Exec-managerial,Some-college,United-States,<=50K
1231, 1231,15, 28,40,0,0,225904,Male,White,Unmarried,Never-married,State-gov,Prof-specialty,Prof-school,United-States,<=50K
1232, 1232,14, 57,40,0,0,89392,Female,White,Not-in-family,Married-spouse-absent,Private,Prof-specialty,Masters,United-States,<=50K
1233, 1233,10, 47,40,0,0,46857,Male,White,Not-in-family,Divorced,Private,Adm-clerical,Some-college,United-States,<=50K
1234, 1234,9, 59,40,0,0,105363,Male,White,Own-child,Never-married,State-gov,Adm-clerical,HS-grad,United-States,<=50K
1235, 1235,9, 26,40,0,0,195105,Male,Other,Not-in-family,Never-married,Private,Sales,HS-grad,United-States,<=50K
1236, 1236,13, 35,40,0,0,184117,Female,White,Own-child,Never-married,Private,Adm-clerical,Bachelors,United-States,<=50K
1237, 1237,13, 61,50,0,0,134768,Male,White,Husband,Married-civ-spouse,Self-emp-inc,Exec-managerial,Bachelors,Germany,>50K
1238, 1238,10, 34,50,0,0,467108,Male,White,Not-in-family,Never-married,Private,Prof-specialty,Some-college,United-States,>50K
1239, 1239,13, 32,50,0,7688,199765,Male,White,Husband,Married-civ-spouse,Self-emp-inc,Craft-repair,Bachelors,United-States,>50K
1240, 1240,9, 42,40,0,0,173938,Female,White,Own-child,Separated,Private,Sales,HS-grad,United-States,<=50K
1241, 1241,10, 39,40,0,0,191161,Male,White,Husband,Married-civ-spouse,Private,Craft-repair,Some-college,United-States,<=50K
1242, 1242,3, 58,40,0,0,132606,Male,Black,Not-in-family,Divorced,Private,Machine-op-inspct,5th-6th,United-States,<=50K
1243, 1243,9, 61,60,1848,0,30073,Male,White,Husband,Married-civ-spouse,Self-emp-not-inc,Farming-fishing,HS-grad,United-States,>50K
