pid, time, age, fnlwgt, education-num, capital-gain, capital-loss, hours-per-week, education, marital-status, occupation, native-country, workclass, relationship, race, sex, income
5342, 5342, 35,99357,14,15024,0,50,Masters,Married-civ-spouse,Prof-specialty,United-States,Private,Wife,White,Female,>50K
5343, 5343, 65,338316,10,0,0,40,Some-college,Married-civ-spouse,Sales,United-States,Self-emp-inc,Husband,White,Male,<=50K
5344, 5344, 49,59612,6,0,0,70,10th,Divorced,Farming-fishing,United-States,Self-emp-not-inc,Unmarried,White,Male,<=50K
5345, 5345, 24,220426,9,0,0,40,HS-grad,Never-married,Handlers-cleaners,United-States,Private,Not-in-family,White,Male,<=50K
5346, 5346, 54,115912,10,0,0,40,Some-college,Married-civ-spouse,Craft-repair,United-States,Private,Husband,White,Male,<=50K
5347, 5347, 17,27032,6,0,0,12,10th,Never-married,Sales,United-States,Private,Own-child,White,Female,<=50K
5348, 5348, 19,170720,8,0,0,16,12th,Never-married,Other-service,United-States,Private,Own-child,White,Male,<=50K
5349, 5349, 60,183162,9,0,0,40,HS-grad,Widowed,Machine-op-inspct,United-States,Private,Not-in-family,White,Female,<=50K
5350, 5350, 46,192360,13,0,0,35,Bachelors,Married-civ-spouse,Exec-managerial,United-States,Private,Husband,White,Male,>50K
5351, 5351, 26,128553,10,0,0,40,Some-college,Never-married,Exec-managerial,United-States,Private,Own-child,Black,Female,<=50K
5352, 5352, 58,209423,2,0,0,38,1st-4th,Married-civ-spouse,Other-service,Cuba,Private,Husband,White,Male,<=50K
5353, 5353, 37,121510,9,0,0,55,HS-grad,Divorced,Exec-managerial,United-States,Self-emp-not-inc,Unmarried,White,Male,<=50K
5354, 5354, 41,93793,14,0,0,38,Masters,Married-civ-spouse,Prof-specialty,United-States,Private,Husband,White,Male,>50K
5355, 5355, 30,133602,13,0,0,40,Bachelors,Divorced,Exec-managerial,United-States,Private,Not-in-family,White,Male,<=50K
5356, 5356, 19,391329,10,0,0,30,Some-college,Never-married,Adm-clerical,United-States,Private,Not-in-family,White,Female,<=50K
5357, 5357, 48,96359,13,0,0,60,Bachelors,Married-civ-spouse,Exec-managerial,Greece,Private,Husband,White,Male,>50K
5358, 5358, 22,203894,10,0,0,24,Some-college,Never-married,Transport-moving,United-States,Private,Not-in-family,White,Female,<=50K
5359, 5359, 25,195994,2,0,0,40,1st-4th,Never-married,Priv-house-serv,Guatemala,Private,Not-in-family,White,Female,<=50K
5360, 5360, 18,50879,6,0,0,6,10th,Never-married,Other-service,United-States,Private,Own-child,White,Male,<=50K
5361, 5361, 21,186849,9,0,0,40,HS-grad,Never-married,Handlers-cleaners,United-States,Private,Own-child,White,Male,<=50K
5362, 5362, 47,201127,10,0,0,50,Some-college,Married-civ-spouse,Transport-moving,United-States,Private,Husband,White,Male,<=50K
5363, 5363, 33,110998,9,0,0,36,HS-grad,Never-married,Other-service,United-States,Private,Other-relative,Amer-Indian-Eskimo,Female,<=50K
5364, 5364, 39,190466,9,2174,0,40,HS-grad,Divorced,Craft-repair,United-States,Private,Own-child,White,Male,<=50K
5365, 5365, 67,173935,13,0,0,8,Bachelors,Married-civ-spouse,Exec-managerial,United-States,Self-emp-not-inc,Husband,White,Male,>50K
5366, 5366, 19,167140,10,0,1602,24,Some-college,Never-married,Other-service,United-States,Private,Own-child,White,Male,<=50K
5367, 5367, 18,110230,6,0,0,11,10th,Never-married,Other-service,United-States,Private,Own-child,White,Male,<=50K
5368, 5368, 36,287658,9,0,0,40,HS-grad,Never-married,Adm-clerical,United-States,Private,Own-child,Black,Male,<=50K
5369, 5369, 23,224954,10,0,0,25,Some-college,Never-married,Machine-op-inspct,United-States,Private,Own-child,White,Male,<=50K
5370, 5370, 73,29306,9,0,0,40,HS-grad,Married-civ-spouse,Farming-fishing,United-States,Self-emp-not-inc,Husband,White,Male,<=50K
5371, 5371, 35,37314,10,5013,0,40,Some-college,Married-civ-spouse,Craft-repair,United-States,Private,Husband,White,Male,<=50K
5372, 5372, 31,420749,12,0,0,40,Assoc-acdm,Married-civ-spouse,Craft-repair,United-States,Private,Husband,White,Male,>50K
5373, 5373, 20,482732,6,0,0,40,10th,Never-married,Machine-op-inspct,United-States,Private,Not-in-family,White,Male,<=50K
5374, 5374, 20,206215,9,0,0,40,HS-grad,Never-married,Adm-clerical,United-States,Private,Own-child,White,Female,<=50K
5375, 5375, 27,101364,9,0,0,40,HS-grad,Married-civ-spouse,Handlers-cleaners,Mexico,Private,Husband,White,Male,<=50K
5376, 5376, 66,185369,6,0,0,30,10th,Married-civ-spouse,Sales,United-States,Self-emp-inc,Husband,White,Male,<=50K
5377, 5377, 66,216856,14,0,0,50,Masters,Married-civ-spouse,Sales,United-States,Private,Husband,White,Male,<=50K
5378, 5378, 64,256019,14,0,0,35,Masters,Never-married,Prof-specialty,United-States,Private,Not-in-family,White,Female,<=50K
5379, 5379, 48,348144,10,3325,0,53,Some-college,Divorced,Transport-moving,United-States,Private,Not-in-family,White,Male,<=50K
5380, 5380, 24,190293,13,0,0,40,Bachelors,Never-married,Prof-specialty,United-States,Private,Not-in-family,White,Female,<=50K
5381, 5381, 51,25932,9,0,0,60,HS-grad,Married-civ-spouse,Farming-fishing,United-States,Self-emp-not-inc,Husband,White,Male,<=50K
5382, 5382, 25,176729,13,0,0,60,Bachelors,Married-civ-spouse,Craft-repair,United-States,Private,Husband,White,Male,>50K
5383, 5383, 33,166961,7,0,0,20,11th,Separated,Sales,United-States,Private,Own-child,White,Female,<=50K
5384, 5384, 50,86373,9,0,0,50,HS-grad,Married-civ-spouse,Machine-op-inspct,United-States,Private,Husband,White,Male,<=50K
5385, 5385, 51,320513,4,0,0,50,7th-8th,Married-spouse-absent,Craft-repair,Dominican-Republic,Private,Not-in-family,Black,Male,<=50K
5386, 5386, 34,190290,13,0,0,38,Bachelors,Married-civ-spouse,Prof-specialty,United-States,State-gov,Husband,White,Male,>50K
5387, 5387, 41,111891,4,0,0,40,7th-8th,Never-married,Other-service,United-States,Local-gov,Unmarried,Black,Female,<=50K
5388, 5388, 30,45796,10,0,0,40,Some-college,Married-civ-spouse,Machine-op-inspct,United-States,Self-emp-not-inc,Husband,White,Male,<=50K
5389, 5389, 59,108496,10,2907,0,40,Some-college,Divorced,Craft-repair,United-States,Private,Not-in-family,White,Male,<=50K
5390, 5390, 41,120539,10,3103,0,40,Some-college,Married-civ-spouse,Machine-op-inspct,United-States,Self-emp-not-inc,Husband,White,Male,>50K
5391, 5391, 36,164526,14,10520,0,45,Masters,Never-married,Sales,United-States,Self-emp-not-inc,Not-in-family,White,Male,>50K
5392, 5392, 37,323155,2,0,0,85,1st-4th,Married-civ-spouse,Farming-fishing,Mexico,Private,Husband,White,Male,<=50K
5393, 5393, 28,65389,9,0,0,30,HS-grad,Never-married,Other-service,United-States,Private,Not-in-family,Amer-Indian-Eskimo,Male,<=50K
5394, 5394, 19,414871,9,0,0,40,HS-grad,Never-married,Craft-repair,United-States,Private,Own-child,White,Male,<=50K
5395, 5395, 28,161607,10,0,0,45,Some-college,Married-civ-spouse,Transport-moving,United-States,Private,Husband,White,Male,<=50K
5396, 5396, 62,224953,6,0,0,40,10th,Married-civ-spouse,Machine-op-inspct,United-States,Private,Husband,Black,Male,<=50K
5397, 5397, 36,261382,14,15024,0,45,Masters,Married-civ-spouse,Sales,United-States,Private,Husband,White,Male,>50K
5398, 5398, 58,231818,6,0,0,40,10th,Never-married,Craft-repair,Greece,Self-emp-not-inc,Not-in-family,White,Male,<=50K
5399, 5399, 42,184018,9,1151,0,50,HS-grad,Divorced,Sales,United-States,Self-emp-inc,Unmarried,White,Male,<=50K
5400, 5400, 43,133060,9,0,0,40,HS-grad,Married-civ-spouse,Craft-repair,United-States,Self-emp-inc,Husband,White,Male,<=50K
5401, 5401, 29,35032,9,0,0,40,HS-grad,Married-civ-spouse,Craft-repair,United-States,Private,Husband,White,Male,<=50K
5402, 5402, 32,304212,9,0,0,50,HS-grad,Never-married,Exec-managerial,United-States,State-gov,Not-in-family,White,Male,<=50K
5403, 5403, 64,50442,5,0,0,40,9th,Never-married,Adm-clerical,United-States,Local-gov,Other-relative,White,Male,<=50K
5404, 5404, 39,146091,13,0,0,20,Bachelors,Married-civ-spouse,Prof-specialty,United-States,Private,Wife,White,Female,>50K
5405, 5405, 26,267431,13,0,0,20,Bachelors,Never-married,Sales,United-States,Private,Own-child,Black,Female,<=50K
5406, 5406, 19,121240,9,0,0,30,HS-grad,Never-married,Other-service,United-States,Private,Not-in-family,White,Male,<=50K
5407, 5407, 21,192572,9,0,0,45,HS-grad,Never-married,Adm-clerical,United-States,Private,Own-child,White,Female,<=50K
5408, 5408, 32,211028,10,0,0,40,Some-college,Never-married,Adm-clerical,United-States,Private,Not-in-family,White,Female,<=50K
5409, 5409, 30,346122,12,5013,0,45,Assoc-acdm,Married-civ-spouse,Protective-serv,United-States,Local-gov,Husband,White,Male,<=50K
5410, 5410, 26,202203,13,0,0,50,Bachelors,Never-married,Adm-clerical,United-States,Private,Other-relative,White,Female,<=50K
5411, 5411, 20,159297,10,0,0,15,Some-college,Never-married,Adm-clerical,United-States,Private,Own-child,Asian-Pac-Islander,Female,<=50K
5412, 5412, 19,310158,10,0,0,30,Some-college,Never-married,Transport-moving,United-States,Private,Own-child,White,Male,<=50K
5413, 5413, 33,193246,13,0,0,42,Bachelors,Married-civ-spouse,Adm-clerical,United-States,Federal-gov,Husband,White,Male,>50K
5414, 5414, 23,200089,10,0,0,40,Some-college,Married-civ-spouse,Craft-repair,El-Salvador,Private,Other-relative,White,Male,<=50K
5415, 5415, 29,38353,9,0,0,45,HS-grad,Married-civ-spouse,Craft-repair,United-States,Private,Husband,White,Male,<=50K
5416, 5416, 42,76280,9,0,0,40,HS-grad,Married-civ-spouse,Exec-managerial,United-States,Private,Wife,White,Female,<=50K
5417, 5417, 30,243665,9,0,0,50,HS-grad,Married-civ-spouse,Sales,United-States,Self-emp-not-inc,Husband,White,Male,<=50K
5418, 5418, 63,68872,9,0,0,20,HS-grad,Married-civ-spouse,Transport-moving,United-States,Private,Wife,Asian-Pac-Islander,Female,<=50K
5419, 5419, 34,103596,9,0,0,40,HS-grad,Married-civ-spouse,Handlers-cleaners,United-States,Private,Husband,White,Male,<=50K
5420, 5420, 60,88055,10,0,0,24,Some-college,Married-civ-spouse,Craft-repair,United-States,Self-emp-not-inc,Husband,White,Male,<=50K
5421, 5421, 48,186203,9,0,0,50,HS-grad,Married-civ-spouse,Other-service,United-States,Private,Husband,White,Male,<=50K
5422, 5422, 25,257910,13,0,0,50,Bachelors,Never-married,Exec-managerial,United-States,Private,Not-in-family,White,Male,<=50K
5423, 5423, 27,200227,11,0,0,40,Assoc-voc,Married-civ-spouse,Adm-clerical,United-States,Private,Wife,Black,Female,<=50K
5424, 5424, 55,124975,9,27828,0,55,HS-grad,Divorced,Craft-repair,United-States,Self-emp-not-inc,Unmarried,White,Male,>50K
5425, 5425, 32,227669,10,0,0,40,Some-college,Never-married,Machine-op-inspct,United-States,Private,Own-child,Black,Female,<=50K
5426, 5426, 22,117210,10,0,0,25,Some-college,Never-married,Adm-clerical,Greece,Private,Own-child,White,Male,<=50K
5427, 5427, 25,76144,9,0,0,50,HS-grad,Never-married,Exec-managerial,United-States,Private,Not-in-family,White,Male,<=50K
5428, 5428, 18,98667,7,0,0,16,11th,Never-married,Other-service,United-States,Private,Own-child,White,Female,<=50K
5429, 5429, 24,155818,10,0,0,44,Some-college,Married-civ-spouse,Adm-clerical,United-States,Local-gov,Wife,White,Female,<=50K
5430, 5430, 29,283760,13,0,0,40,Bachelors,Never-married,Exec-managerial,United-States,Private,Not-in-family,White,Female,<=50K
5431, 5431, 39,186183,9,0,0,40,HS-grad,Married-civ-spouse,Craft-repair,United-States,Private,Husband,White,Male,>50K
5432, 5432, 33,202153,14,0,0,40,Masters,Married-civ-spouse,Craft-repair,United-States,Self-emp-inc,Husband,White,Male,<=50K
5433, 5433, 57,365683,9,0,0,40,HS-grad,Divorced,Machine-op-inspct,United-States,Private,Not-in-family,White,Female,>50K
5434, 5434, 22,187538,6,0,0,40,10th,Separated,Other-service,United-States,Private,Unmarried,White,Female,<=50K
5435, 5435, 33,126950,9,0,0,60,HS-grad,Married-civ-spouse,Transport-moving,United-States,Private,Husband,White,Male,<=50K
5436, 5436, 42,110028,9,0,0,40,HS-grad,Married-civ-spouse,Craft-repair,United-States,Private,Husband,White,Male,<=50K
5437, 5437, 43,104660,13,0,0,45,Bachelors,Separated,Prof-specialty,United-States,Private,Unmarried,White,Male,<=50K
5438, 5438, 57,437281,10,0,0,38,Some-college,Married-civ-spouse,Tech-support,United-States,Self-emp-not-inc,Husband,White,Male,>50K
5439, 5439, 42,259643,14,4650,0,40,Masters,Divorced,Prof-specialty,United-States,Private,Not-in-family,White,Male,<=50K
5440, 5440, 22,217961,10,0,1719,30,Some-college,Never-married,Transport-moving,United-States,Private,Own-child,White,Male,<=50K
5441, 5441, 42,120539,13,0,0,50,Bachelors,Married-civ-spouse,Sales,United-States,Self-emp-not-inc,Husband,White,Male,>50K
5442, 5442, 39,25803,10,0,0,55,Some-college,Married-civ-spouse,Sales,United-States,Private,Husband,White,Male,<=50K
5443, 5443, 41,63596,10,0,0,32,Some-college,Married-civ-spouse,Prof-specialty,United-States,Private,Wife,White,Female,>50K
5444, 5444, 20,325493,9,0,0,40,HS-grad,Never-married,Handlers-cleaners,United-States,Local-gov,Own-child,Black,Male,<=50K
5445, 5445, 47,211239,10,0,0,40,Some-college,Married-civ-spouse,Craft-repair,United-States,Private,Husband,White,Male,<=50K
5446, 5446, 44,206686,10,0,0,40,Some-college,Divorced,Adm-clerical,United-States,Private,Unmarried,White,Female,<=50K
5447, 5447, 29,427965,13,0,0,40,Bachelors,Never-married,Adm-clerical,United-States,Private,Not-in-family,Black,Female,<=50K
5448, 5448, 52,218550,10,14084,0,16,Some-college,Married-spouse-absent,Adm-clerical,United-States,Private,Not-in-family,White,Female,>50K
5449, 5449, 71,163385,10,0,0,35,Some-college,Widowed,Sales,United-States,Private,Not-in-family,White,Male,>50K
5450, 5450, 52,124993,9,0,0,55,HS-grad,Never-married,Craft-repair,United-States,Private,Own-child,White,Male,<=50K
5451, 5451, 36,107410,9,0,0,40,HS-grad,Married-civ-spouse,Sales,United-States,Private,Husband,White,Male,<=50K
5452, 5452, 53,152373,10,0,0,48,Some-college,Divorced,Craft-repair,United-States,Private,Not-in-family,White,Male,>50K
5453, 5453, 37,161226,9,0,0,30,HS-grad,Married-civ-spouse,Other-service,United-States,Private,Wife,White,Female,>50K
5454, 5454, 26,213799,6,0,0,40,10th,Never-married,Handlers-cleaners,United-States,Private,Not-in-family,White,Male,<=50K
5455, 5455, 34,204461,13,0,0,55,Bachelors,Married-civ-spouse,Prof-specialty,United-States,Private,Husband,White,Male,>50K
5456, 5456, 35,377798,13,0,0,50,Bachelors,Never-married,Prof-specialty,United-States,Private,Not-in-family,White,Male,>50K
5457, 5457, 20,116375,5,0,0,40,9th,Never-married,Sales,United-States,Private,Own-child,White,Female,<=50K
5458, 5458, 34,210164,10,0,1740,40,Some-college,Married-civ-spouse,Craft-repair,United-States,Local-gov,Husband,White,Male,<=50K
5459, 5459, 56,258752,13,0,0,60,Bachelors,Married-civ-spouse,Exec-managerial,United-States,Self-emp-not-inc,Husband,White,Male,<=50K
5460, 5460, 39,327435,13,0,0,36,Bachelors,Married-civ-spouse,Prof-specialty,United-States,Private,Wife,White,Female,>50K
5461, 5461, 24,301199,10,0,0,20,Some-college,Never-married,Tech-support,United-States,Private,Own-child,White,Female,<=50K
5462, 5462, 24,186221,7,0,0,35,11th,Divorced,Sales,United-States,Private,Unmarried,White,Female,<=50K
5463, 5463, 23,203924,13,0,0,50,Bachelors,Never-married,Prof-specialty,United-States,Private,Not-in-family,White,Male,<=50K
5464, 5464, 27,192236,13,0,0,45,Bachelors,Never-married,Prof-specialty,United-States,Private,Not-in-family,White,Male,<=50K
5465, 5465, 25,152035,9,0,0,40,HS-grad,Never-married,Adm-clerical,United-States,Private,Unmarried,White,Female,<=50K
5466, 5466, 29,201454,10,0,0,40,Some-college,Never-married,Adm-clerical,United-States,Private,Not-in-family,White,Female,<=50K
5467, 5467, 42,156580,10,0,0,37,Some-college,Married-civ-spouse,Machine-op-inspct,United-States,Private,Wife,White,Female,>50K
5468, 5468, 51,115851,9,0,0,40,HS-grad,Married-civ-spouse,Craft-repair,United-States,Private,Husband,White,Male,<=50K
5469, 5469, 31,106753,11,0,1740,40,Assoc-voc,Married-civ-spouse,Craft-repair,United-States,Private,Husband,White,Male,<=50K
5470, 5470, 59,359292,2,0,0,40,1st-4th,Married-civ-spouse,Machine-op-inspct,Mexico,Private,Husband,White,Male,<=50K
5471, 5471, 29,83003,9,0,0,40,HS-grad,Married-civ-spouse,Other-service,United-States,Private,Wife,White,Female,<=50K
5472, 5472, 18,78817,9,0,0,20,HS-grad,Never-married,Adm-clerical,United-States,Private,Own-child,White,Female,<=50K
5473, 5473, 24,200967,9,0,0,36,HS-grad,Married-civ-spouse,Craft-repair,United-States,Private,Wife,White,Female,<=50K
5474, 5474, 38,107164,10,0,0,40,Some-college,Separated,Exec-managerial,United-States,State-gov,Own-child,White,Male,<=50K
5475, 5475, 34,90614,9,0,0,50,HS-grad,Separated,Exec-managerial,United-States,Self-emp-not-inc,Not-in-family,White,Male,<=50K
5476, 5476, 42,323790,13,0,1977,70,Bachelors,Married-civ-spouse,Exec-managerial,United-States,Self-emp-not-inc,Husband,White,Male,>50K
5477, 5477, 45,242552,8,0,0,35,12th,Divorced,Craft-repair,United-States,Self-emp-not-inc,Other-relative,Black,Male,<=50K
5478, 5478, 21,90935,11,0,0,40,Assoc-voc,Never-married,Transport-moving,United-States,Private,Own-child,White,Male,<=50K
5479, 5479, 64,165667,16,7688,0,60,Doctorate,Married-civ-spouse,Prof-specialty,Canada,Self-emp-inc,Husband,White,Male,>50K
5480, 5480, 32,162604,9,0,0,40,HS-grad,Never-married,Machine-op-inspct,United-States,Private,Other-relative,Black,Male,<=50K
5481, 5481, 45,205424,13,0,0,40,Bachelors,Never-married,Prof-specialty,United-States,Private,Not-in-family,White,Male,>50K
5482, 5482, 53,97411,3,0,0,40,5th-6th,Married-civ-spouse,Machine-op-inspct,Laos,Private,Husband,Asian-Pac-Islander,Male,<=50K
5483, 5483, 42,184857,9,0,0,16,HS-grad,Married-civ-spouse,Craft-repair,United-States,Private,Husband,White,Male,<=50K
5484, 5484, 32,165226,9,0,0,40,HS-grad,Divorced,Other-service,United-States,Private,Not-in-family,White,Female,<=50K
5485, 5485, 49,115784,9,0,0,40,HS-grad,Married-civ-spouse,Machine-op-inspct,United-States,Private,Husband,White,Male,<=50K
5486, 5486, 62,368476,3,0,0,24,5th-6th,Married-civ-spouse,Farming-fishing,Mexico,Private,Husband,White,Male,<=50K
5487, 5487, 28,53063,13,0,0,45,Bachelors,Married-civ-spouse,Exec-managerial,United-States,Private,Husband,White,Male,<=50K
5488, 5488, 32,153471,9,0,0,35,HS-grad,Never-married,Farming-fishing,United-States,Private,Not-in-family,White,Male,<=50K
5489, 5489, 37,107164,6,0,2559,50,10th,Never-married,Transport-moving,United-States,Self-emp-inc,Not-in-family,White,Male,>50K
5490, 5490, 38,180303,13,0,0,50,Bachelors,Married-civ-spouse,Exec-managerial,Japan,Private,Husband,Asian-Pac-Islander,Male,>50K
5491, 5491, 44,236321,9,0,0,25,HS-grad,Divorced,Transport-moving,United-States,Local-gov,Own-child,White,Male,<=50K
5492, 5492, 19,141868,9,0,0,40,HS-grad,Never-married,Transport-moving,United-States,Private,Own-child,White,Male,<=50K
5493, 5493, 24,203518,13,0,0,40,Bachelors,Never-married,Prof-specialty,United-States,Private,Not-in-family,White,Female,<=50K
5494, 5494, 58,119558,9,0,0,50,HS-grad,Married-civ-spouse,Exec-managerial,United-States,Private,Husband,White,Male,>50K
5495, 5495, 56,108276,13,0,0,40,Bachelors,Widowed,Other-service,United-States,Private,Not-in-family,White,Female,<=50K
5496, 5496, 37,385452,6,0,0,40,10th,Divorced,Craft-repair,United-States,Private,Unmarried,White,Female,<=50K
5497, 5497, 43,162003,10,0,0,40,Some-college,Divorced,Machine-op-inspct,United-States,Private,Not-in-family,White,Male,<=50K
5498, 5498, 32,349028,9,0,0,40,HS-grad,Married-civ-spouse,Craft-repair,United-States,Private,Husband,White,Male,<=50K
5499, 5499, 34,45114,13,0,0,40,Bachelors,Never-married,Sales,United-States,Private,Own-child,Black,Female,<=50K
5500, 5500, 44,112797,5,0,0,50,9th,Divorced,Other-service,United-States,Private,Own-child,White,Female,<=50K
5501, 5501, 28,183639,9,0,0,40,HS-grad,Never-married,Handlers-cleaners,United-States,Private,Unmarried,White,Male,<=50K
5502, 5502, 35,177121,9,0,0,35,HS-grad,Divorced,Other-service,United-States,Private,Not-in-family,White,Female,<=50K
5503, 5503, 38,239755,9,0,0,40,HS-grad,Married-civ-spouse,Machine-op-inspct,United-States,Private,Husband,White,Male,<=50K
5504, 5504, 26,150361,10,0,0,40,Some-college,Never-married,Tech-support,United-States,Private,Own-child,White,Female,<=50K
5505, 5505, 20,293091,7,0,0,60,11th,Never-married,Transport-moving,United-States,Private,Own-child,White,Male,<=50K
5506, 5506, 24,200089,9,0,0,60,HS-grad,Married-civ-spouse,Craft-repair,Mexico,Private,Husband,White,Male,>50K
5507, 5507, 40,91836,9,0,0,45,HS-grad,Divorced,Craft-repair,United-States,Private,Not-in-family,White,Male,<=50K
5508, 5508, 23,324960,9,0,0,40,HS-grad,Never-married,Craft-repair,United-States,Private,Other-relative,White,Male,<=50K
5509, 5509, 79,84616,7,0,0,7,11th,Married-civ-spouse,Exec-managerial,United-States,Local-gov,Husband,White,Male,<=50K
5510, 5510, 44,252930,6,0,0,42,10th,Divorced,Adm-clerical,United-States,Private,Unmarried,Other,Female,<=50K
5511, 5511, 51,44000,14,99999,0,50,Masters,Married-civ-spouse,Prof-specialty,United-States,Private,Wife,White,Female,>50K
5512, 5512, 30,154843,9,0,0,40,HS-grad,Married-civ-spouse,Machine-op-inspct,United-States,Private,Husband,White,Male,<=50K
5513, 5513, 52,99307,12,3103,0,48,Assoc-acdm,Married-civ-spouse,Sales,United-States,Private,Husband,White,Male,>50K
5514, 5514, 33,93206,3,0,0,40,5th-6th,Married-civ-spouse,Farming-fishing,Philippines,Private,Husband,Asian-Pac-Islander,Male,<=50K
5515, 5515, 50,100109,13,0,0,45,Bachelors,Divorced,Exec-managerial,United-States,Private,Unmarried,White,Male,>50K
5516, 5516, 51,114927,11,7298,0,40,Assoc-voc,Married-civ-spouse,Tech-support,United-States,Private,Husband,White,Male,>50K
5517, 5517, 41,121287,9,0,0,40,HS-grad,Never-married,Machine-op-inspct,United-States,Private,Not-in-family,White,Male,<=50K
5518, 5518, 35,189916,13,0,0,30,Bachelors,Married-civ-spouse,Sales,United-States,Private,Wife,White,Female,>50K
5519, 5519, 34,157747,10,7298,0,40,Some-college,Married-civ-spouse,Exec-managerial,United-States,Private,Husband,White,Male,>50K
5520, 5520, 28,39232,13,0,0,45,Bachelors,Never-married,Prof-specialty,United-States,Private,Not-in-family,White,Male,<=50K
5521, 5521, 31,133861,11,0,0,40,Assoc-voc,Divorced,Sales,United-States,Self-emp-inc,Not-in-family,White,Male,<=50K
5522, 5522, 22,505980,9,0,0,40,HS-grad,Never-married,Handlers-cleaners,United-States,Private,Own-child,White,Male,<=50K
5523, 5523, 65,193216,9,9386,0,40,HS-grad,Married-civ-spouse,Sales,United-States,Private,Husband,White,Male,>50K
5524, 5524, 39,140752,9,0,0,50,HS-grad,Married-civ-spouse,Sales,United-States,Self-emp-not-inc,Husband,White,Male,>50K
5525, 5525, 23,549349,10,0,0,40,Some-college,Never-married,Tech-support,United-States,Private,Own-child,White,Male,<=50K
5526, 5526, 29,179008,12,0,0,50,Assoc-acdm,Married-civ-spouse,Sales,United-States,Self-emp-not-inc,Husband,White,Male,<=50K
5527, 5527, 57,190554,6,0,0,60,10th,Divorced,Exec-managerial,United-States,Self-emp-not-inc,Own-child,White,Male,>50K
5528, 5528, 47,80924,10,0,0,35,Some-college,Widowed,Other-service,United-States,Private,Not-in-family,White,Female,<=50K
5529, 5529, 51,319054,9,0,0,60,HS-grad,Married-civ-spouse,Transport-moving,United-States,Local-gov,Husband,Black,Male,<=50K
5530, 5530, 34,297094,9,0,0,40,HS-grad,Married-civ-spouse,Handlers-cleaners,United-States,Private,Husband,Black,Male,<=50K
5531, 5531, 52,170562,9,0,0,60,HS-grad,Married-civ-spouse,Exec-managerial,United-States,Private,Husband,White,Male,>50K
5532, 5532, 29,240738,9,0,0,40,HS-grad,Married-civ-spouse,Prof-specialty,United-States,Private,Husband,White,Male,>50K
5533, 5533, 29,297544,9,0,0,40,HS-grad,Married-civ-spouse,Craft-repair,United-States,Private,Husband,White,Male,<=50K
5534, 5534, 25,169905,10,0,0,40,Some-college,Married-civ-spouse,Farming-fishing,United-States,Local-gov,Husband,White,Male,<=50K
5535, 5535, 21,149637,10,0,0,40,Some-college,Never-married,Other-service,United-States,Private,Not-in-family,White,Female,<=50K
5536, 5536, 38,182526,13,0,0,40,Bachelors,Married-spouse-absent,Prof-specialty,United-States,Private,Not-in-family,White,Female,<=50K
5537, 5537, 55,158315,9,0,0,50,HS-grad,Married-civ-spouse,Sales,United-States,Self-emp-not-inc,Husband,White,Male,>50K
5538, 5538, 61,227232,13,0,0,30,Bachelors,Separated,Sales,United-States,Self-emp-inc,Not-in-family,White,Female,<=50K
5539, 5539, 34,96483,12,8614,0,60,Assoc-acdm,Never-married,Adm-clerical,United-States,Private,Not-in-family,Asian-Pac-Islander,Female,>50K
5540, 5540, 41,286970,13,0,0,40,Bachelors,Married-civ-spouse,Adm-clerical,United-States,Private,Husband,White,Male,<=50K
5541, 5541, 27,223529,11,0,0,43,Assoc-voc,Never-married,Adm-clerical,United-States,Local-gov,Own-child,White,Male,<=50K
5542, 5542, 78,316261,13,99999,0,20,Bachelors,Never-married,Exec-managerial,United-States,Self-emp-not-inc,Not-in-family,White,Male,>50K
5543, 5543, 40,170214,9,0,0,40,HS-grad,Married-civ-spouse,Transport-moving,United-States,Private,Husband,White,Male,>50K
5544, 5544, 26,224361,4,0,0,75,7th-8th,Married-civ-spouse,Transport-moving,United-States,Self-emp-not-inc,Husband,White,Male,<=50K
5545, 5545, 43,124919,9,0,0,60,HS-grad,Married-civ-spouse,Other-service,Japan,Private,Husband,Asian-Pac-Islander,Male,<=50K
5546, 5546, 25,306352,11,0,0,40,Assoc-voc,Married-civ-spouse,Tech-support,Mexico,Private,Husband,White,Male,<=50K
5547, 5547, 26,227858,10,0,0,48,Some-college,Never-married,Other-service,United-States,Self-emp-not-inc,Not-in-family,White,Female,<=50K
5548, 5548, 43,150533,9,0,0,68,HS-grad,Married-civ-spouse,Sales,United-States,Self-emp-inc,Husband,White,Male,>50K
5549, 5549, 25,144478,10,0,0,40,Some-college,Never-married,Other-service,Poland,Private,Own-child,White,Male,<=50K
5550, 5550, 22,254547,10,0,0,30,Some-college,Never-married,Adm-clerical,Jamaica,Private,Other-relative,Black,Female,<=50K
5551, 5551, 52,313243,9,0,0,55,HS-grad,Married-civ-spouse,Craft-repair,United-States,Self-emp-not-inc,Husband,White,Male,>50K
5552, 5552, 61,149981,9,2414,0,5,HS-grad,Married-civ-spouse,Adm-clerical,United-States,Private,Wife,White,Female,<=50K
5553, 5553, 42,125461,13,0,0,40,Bachelors,Never-married,Sales,United-States,Private,Unmarried,White,Male,<=50K
5554, 5554, 21,306967,11,0,0,40,Assoc-voc,Never-married,Adm-clerical,United-States,Private,Not-in-family,White,Female,<=50K
